"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ZNT36E99","journalArticle","2015","Liu, Xin; Mohammadian, Abdolmajid; Kurganov, Alexander; Infante Sedano, Julio Angel","Well-balanced central-upwind scheme for a fully coupled shallow water system modeling flows over erodible bed","Journal of Computational Physics","","00219991","10.1016/j.jcp.2015.07.043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939436275&doi=10.1016%2fj.jcp.2015.07.043&partnerID=40&md5=bdfd6628dfe13be306c0ca419004c3fc","Intense sediment transport and rapid bed evolution are frequently observed under highly-energetic flows, and bed erosion sometimes is of the same magnitude as the flow itself. Simultaneous simulation of multiple physical processes requires a fully coupled system to achieve an accurate hydraulic and morphodynamical prediction. In this paper, we develop a high-order well-balanced finite-volume method for a new fully coupled two-dimensional hyperbolic system consisting of the shallow water equations with friction terms coupled with the equations modeling the sediment transport and bed evolution.The nonequilibrium sediment transport equation is used to predict the sediment concentration variation. Since bed-load, sediment entrainment and deposition have significant effects on the bed evolution, an Exner-based equation is adopted together with the Grass bed-load formula and sediment entrainment and deposition models to calculate the morphological process. The resulting 5. ×. 5 hyperbolic system of balance laws is numerically solved using a Godunov-type central-upwind scheme on a triangular grid. A computationally expensive process of finding all of the eigenvalues of the Jacobian matrices is avoided: The upper/lower bounds on the largest/smallest local speeds of propagation are estimated using the Lagrange theorem. A special discretization of the bed-slope term is proposed to guarantee the well-balanced property of the designed scheme. The proposed fully coupled model is verified on a number of numerical experiments. © 2015 Elsevier Inc.","2015","2024-11-21 21:06:48","2024-11-21 21:06:48","","202 – 218","","","300","","","","","","","","","","English","","","","","","","Publisher: Academic Press Inc. Type: Article","","","","Bed evolutions; Central-upwind scheme; Dam-break flow; Eigenvalues and eigenfunctions; Equations of motion; Finite volume method; Finite-volume method; Fully coupled shallow water system; Fully-coupled; Jacobian matrices; Lagrange multipliers; Lagrange's theorems; Sediment transport; Sedimentation; Shallow-water systems; Well balanced; Well-balanced central-upwind scheme","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8DENTT4Z","journalArticle","2010","Murillo, J.; García-Navarro, P.","An Exner-based coupled model for two-dimensional transient flow over erodible bed","Journal of Computational Physics","","00219991","10.1016/j.jcp.2010.08.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956920338&doi=10.1016%2fj.jcp.2010.08.006&partnerID=40&md5=4944ae4feb147cd1a7e7213ffcca34a9","Transient flow over erodible bed is solved in this work assuming that the dynamics of the bed load problem is described by two mathematical models: the hydrodynamic model, assumed to be well formulated by means of the depth averaged shallow water equations, and the Exner equation. The Exner equation is written assuming that bed load transport is governed by a power law of the flow velocity and by a flow/sediment interaction parameter variable in time and space. The complete system is formed by four coupled partial differential equations and a genuinely Roe-type first order scheme has been used to solve it on triangular unstructured meshes. Exact solutions have been derived for the particular case of initial value Riemann problems with variable bed level and depending on particular forms of the solid discharge formula. The model, supplied with the corresponding solid transport formulae, is tested by comparing with the exact solutions. The model is validated against laboratory experimental data of different unsteady problems over erodible bed. © 2010 Elsevier Inc.","2010","2024-11-21 21:06:48","2024-11-21 21:06:48","","8704 – 8732","","23","229","","","","","","","","","","English","","","","","","","Publisher: Academic Press Inc. Type: Article","","","","2d weak solution; Bank equilibrium; Bedload sediment transport; Equations of motion; Erodible beds; Exn equation; Finite volume method; Finite-volume method; Flow velocity; Roe's methods; Sediment transport; Shallow waters; Transient flow; Weak solution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TNJP5LDP","journalArticle","2018","Audusse, E.; Chalons, C.; Ung, P.","A simple three-wave approximate Riemann solver for the Saint-Venant-Exner equations","International Journal for Numerical Methods in Fluids","","02712091","10.1002/fld.4500","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044209238&doi=10.1002%2ffld.4500&partnerID=40&md5=dd7509142e4f2f33dfdbf615b2335448","Erosion and sediments transport processes have a great impact on industrial structures and on water quality. Despite its limitations, the Saint-Venant-Exner system is still (and for sure for some years) widely used in industrial codes to model the bedload sediment transport. In practice, its numerical resolution is mostly handled by a splitting technique that allows a weak coupling between hydraulic and morphodynamic distinct softwares but may suffer from important stability issues. In recent works, many authors proposed alternative methods based on a strong coupling that cure this problem but are not so trivial to implement in an industrial context. In this work, we then pursue 2 objectives. First, we propose a very simple scheme based on an approximate Riemann solver, respecting the strong coupling framework, and we demonstrate its stability and accuracy through a number of numerical test cases. However, second, we reinterpret our scheme as a splitting technique and we extend the purpose to propose what should be the minimal coupling that ensures the stability of the global numerical process in industrial codes, at least, when dealing with collocated finite volume method. The resulting splitting method is, up to our knowledge, the only one for which stability properties are fully demonstrated. Copyright © 2018 John Wiley & Sons, Ltd.","2018","2024-11-21 21:06:48","2024-11-21 21:06:48","","508 – 528","","10","87","","","","","","","","","","English","","","","","","","Publisher: John Wiley and Sons Ltd Type: Article","","","","Approximate Riemann solver; Equations of motion; Exner equation; Finite volume method; Numerical methods; Positivity preserving; Sediment transport; Shallow water equations; Splitting method; Stability; Water quality; Well- balanced schemes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36EZYKDH","conferencePaper","2014","Yu, Chunshui; Duan, Jennifer G.","Two-Dimensional Finite Volume Model for Sediment Transport in Unsteady Flow","World Environmental and Water Resources Congress 2014: Water Without Borders - Proceedings of the 2014 World Environmental and Water Resources Congress","978-0-7844-1354-8","","10.1061/9780784413548.144","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84935496021&doi=10.1061%2f9780784413548.144&partnerID=40&md5=33e9f44256f2774e518ec3caf7b897ec","This paper presents a two-dimensional (2D) finite volume model that simulates sediment transport in overland and channel flow simultaneously. The model is based on the solutions of 2D shallow water equations coupled with the Exner equation. The bed load transport rate is calculated as an exponential function of depth-averaged flow velocity. To formulate a Godunov-type cell-centered finite volume method, the 2D domain is discretized using Cartesian cells. The HLL approximate Riemann solver is adopted, and a linear reconstruction is implemented to obtain values of conservative variables at cell edges. The model is applied to the 1D and 2D test cases. The model can satisfactorily reproduce the measured hydrographs and bed profiles for both dry bed and wet bed situations. © 2014 American Society of Civil Engineers.","2014","2024-11-21 21:06:48","2024-11-21 21:06:48","","1432 – 1441","","","","","","","","","","","American Society of Civil Engineers (ASCE)","","English","","","","","","","Type: Conference paper","","","","2D shallow water equations; Approximate Riemann solver; Bed-load transport rate; Depth-averaged flows; Equations of motion; Exponential functions; Finite volume method; Finite volume model; Flow velocity; Hydrographs; Linear reconstruction; Sediment transport; Sedimentation; Two Dimensional (2 D); Water resources","","W.C, Huber; W.C, Huber","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WIAK76TR","conferencePaper","2011","Benkhaldoun, Fayssal; Elmahi, Imad; Sari, Saïda; Seaïd, Mohammed","A two-dimensional finite volume solution of dam-break hydraulics over erodible sediment beds","Springer Proceedings in Mathematics","","","10.1007/978-3-642-20671-9_88","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904137533&doi=10.1007%2f978-3-642-20671-9_88&partnerID=40&md5=4d6d57845adce53f4b8a7707030a102c","Two-dimensional dam-break hydraulics over erodible sediment beds are solved using a well-balanced finite volume method. The governing equations consist of three coupled model components: (i) the shallow water equations for the hydrodynamical model, (ii) a transport equation for the dispersion of suspended sediments, and (iii) an Exner equation for the morphological model. These coupled models form a hyperbolic system of conservation laws with source terms. The proposed finite volume method consists of a predictor stage for the discretization of gradient terms and a corrector stage for the treatment of source terms. The gradient fluxes are discretized using a modified Roe's scheme using the sign of the Jacobian matrix in the coupled system. A well-balanced discretization is used for the treatment of source terms. In this paper, we also describe an adaptive procedure in the finite volume method by monitoring the concentration of suspended sediments in the computational domain during its transport process. The method uses unstructured meshes, incorporates upwinded numerical fluxes and slope limiters to provide sharp resolution of steep sediment concentration and bed-load gradients that may form in the approximate solution. © Springer-Verlag Berlin Heidelberg 2011.","2011","2024-11-21 21:06:48","2024-11-21 21:06:48","","875 – 891","","","4","","","","","","","","Springer Verlag","","English","","","","","","","ISSN: 21905614 Type: Article","","","","Approximate solution; Computational domains; Equations of motion; Finite volume method; Finite volume solution; Governing equations; Hydraulics; Hydrodynamical model; Hyperbolic system of conservation laws; Jacobian matrices; Numerical methods; Sediment concentration; Sediment transport; Sedimentation; Shallow water equations; Suspended sediments; Two dimensional","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EW5J87YQ","journalArticle","2021","Uh Zapata, Miguel; Gamboa Salazar, Lucia; Itzá Balam, Reymundo; Nguyen, Kim Dan","An unstructured finite-volume semi-coupled projection model for bed load sediment transport in shallow-water flows","Journal of Hydraulic Research","","00221686","10.1080/00221686.2020.1786740","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095749122&doi=10.1080%2f00221686.2020.1786740&partnerID=40&md5=ff8a0216a0a75ce4c26681b05d089f6c","The aim of this work is to develop an original semi-coupled approach for solving the Saint-Venant and Exner equation system. The shallow-water equations are solved first to calculate the full evolution of flow fields, and then the Exner equation is solved to model the morphodynamic response. The numerical method is based on a projection method, which consists in combining the momentum and continuity equations in order to establish a Poisson-type equation for water surface levels. The present formulation is identified as a semi-coupled approach because the projection method incorporates the change in the bed evolution in its approximation. A second-order numerical scheme has been proposed using an unstructured finite-volume technique and an implicit time integration method. Several benchmarks are used to demonstrate the capabilities, accuracy and performance of the model. © 2020 International Association for Hydro-Environment Engineering and Research.","2021","2024-11-21 21:06:48","2024-11-21 21:06:48","","545 – 558","","4","59","","","","","","","","","","English","","","","","","","Publisher: Taylor and Francis Ltd. Type: Article","","","","bedload; Benchmarking; Continuity equations; Equations of motion; finite volume method; Finite volume technique; flow field; Implicit time integration; model; Morphodynamic response; numerical method; Numerical methods; Poisson equation; Projection method; Projection models; sediment transport; Sediment transport; shallow water; Shallow water equations; Shallow water flow; water flow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HLUEUIDA","journalArticle","2011","Benkhaldoun, Fayssal; Seaïd, Mohammed","Combined characteristics and finite volume methods for sediment transport and bed morphology in surface water flows","Mathematics and Computers in Simulation","","03784754","10.1016/j.matcom.2010.12.025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958849971&doi=10.1016%2fj.matcom.2010.12.025&partnerID=40&md5=7b57a471b262177f6e1d2449d57c2a16","We propose a new numerical method for solving the equations of coupled sediment transport and bed morphology by free-surface water flows. The mathematical formulation of these models consists of the shallow water equations for the hydraulics, an advection equation for the transport of sediment species, and an Exner equation for the bedload transport. The coupled problem forms a one-dimensional hyperbolic system of conservation laws with geometric source terms. The proposed numerical method combines the method of characteristics with a finite volume discretization of the system. The combined method is simple to implement and accurately resolves the governing equations without relying on Riemann problem solvers. Numerical results are presented for several test examples on sediment transport and bed morphology by free-surface water flows. © 2011 IMACS.","2011","2024-11-21 21:06:48","2024-11-21 21:06:48","","2073 – 2086","","10","81","","","","","","","","","","English","","","","","","","Type: Conference paper","","","","Advection equations; Anoxic sediments; Bed morphology; Bed-load transport; Combined method; Coupled problems; Equations of motion; Finite volume discretizations; Finite volume method; Finite volume schemes; Flow of water; Free surfaces; Governing equations; Hydraulics; Hyperbolic system of conservation laws; Mathematical formulation; Method of characteristics; Morphology; Numerical methods; Numerical results; Riemann problem; Sediment transport; Sedimentation; Sedimentology; Shallow water equations; Soil mechanics; Source terms; Surface morphology; Surface water flows; Surface waters; Test examples; Water flows; Water wave effects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QXI5JE8N","journalArticle","2012","Bilanceri, Marco; Beux, François; Elmahi, Imad; Guillard, Hervé; Salvetti, Maria Vittoria","Linearized implicit time advancing and defect correction applied to sediment transport simulations","Computers and Fluids","","00457930","10.1016/j.compfluid.2012.04.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861659644&doi=10.1016%2fj.compfluid.2012.04.009&partnerID=40&md5=b4014c0da350a4add33ce53cc5a9c245","The numerical simulation of sediment transport problems is considered in this paper. The physical problem is modeled through the shallow-water equations coupled with the Exner equation to describe the time evolution of the bed profile. The spatial discretization of the governing equations is carried out by a finite-volume method and a modified Roe scheme designed for non-conservative systems. As for the time advancing, starting from an explicit method, a linearized implicit scheme is generated, in which the flux Jacobian is computed through automatic differentiation. Second-order accuracy in space is then obtained through MUSCL reconstruction and in time through a backward differentiation formula associated with a defect-correction approach. The implicit time advancing is compared in terms of accuracy and computational time with the explicit approach for one-dimensional and two-dimensional sediment transport problems, characterized by different time scales for the evolution of the bed and of the water flow. It is shown that, whenever the use of large time steps is compatible with the capture of the water flow dynamics and of the bedload evolution, the implicit scheme is far more efficient than its explicit counterpart with a CPU reduction up to more than two orders of magnitude. This makes implicit time differencing an attractive option for complex real life applications in this area. © 2012 Elsevier Ltd.","2012","2024-11-21 21:06:48","2024-11-21 21:06:48","","82 – 104","","","63","","","","","","","","","","English","","","","","","","Type: Article","","","","Automatic differentiations; Backward differentiation formulae; Bed load; Computational time; Defect correction; Defects; Different time scale; Equations of motion; Explicit method; Finite volume method; Flow of water; Governing equations; Hydraulics; Implicit schemes; Jacobians; Linearization; Linearized implicit time advancing; Non conservative systems; Orders of magnitude; Real-life applications; Roe scheme; Second-order accuracy; Sediment transport; Sedimentation; Shallow water equations; Spatial discretizations; Time evolutions; Time step; Transport simulation; Water flows","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6MBNZTQG","journalArticle","2015","Hosseinzadeh-Tabrizi, Alireza; Ghaeini-Hessaroeyeh, Mahnaz","Coupled dam-break flow and bed load modelling using HLLC-WAF scheme","Water Science and Technology","","02731223","10.2166/wst.2015.324","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942428382&doi=10.2166%2fwst.2015.324&partnerID=40&md5=e203e624c559cd45d5750920af1e9d89","A two-dimensional numerical model predicting flow over a mobile bed has been developed. Governing equations consist of the shallow water equations and the Exner equation. The finite volume method on an unstructured triangular grid was deployed to discretize the governing equations. The local Riemann problem is solved by the Harten, Lax and van Leer-contact (HLLC) method in the interface of the cells and the equations are solved using a fully coupled method. Then the flux modelling has been deployed by the total variation diminishing (TVD) version of the weighted average flux (WAF) scheme. The model was verified by comparison of the results and available experimental data for dam-break flow, in a laboratory test, via a channel with sudden enlargement and erodible bed conditions. Comparison of these two sets of results shows that increasing the accuracy of flux modelling caused the model results to have a reasonable agreement with the experimental data. © 2015 IWA Publishing.","2015","2024-11-21 21:06:48","2024-11-21 21:06:48","","1155 – 1167","","7","72","","","","","","","","","","English","","","","","","","Publisher: IWA Publishing Type: Article PMID: 26398031","","","","accuracy; accuracy assessment; analytic method; Article; bedload; calculation; computer program; controlled study; dam break flow; dam failure; Equations of motion; experimental design; finite element analysis; finite volume method; Finite volume method; flooding; Floods; flux measurement; Governing equations; Harten; HLLC method; hydrodynamics; Hydrodynamics; laboratory method; laboratory test; Lax and van Leer contact method; mathematical model; Mobile bed; model validation; Models; river; sediment transport; Sediment transport; shallow water; Shallow water equations; shallow-water equation; shear stress; Software; structural equation modeling; Theoretical; theoretical model; Total variation diminishing; TVD-WAF method; Two dimensional numerical models; two-dimensional modeling; volume; water; water flow; Water Movements; weighted average flux scheme; Weighted average fluxes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FJXFDUL5","journalArticle","2022","Jung, Jaeyoung; Hwang, Jin Hwan","Hybrid finite volume WENO and lattice Boltzmann method for shallow flows over erodible bed","Ocean Engineering","","00298018","10.1016/j.oceaneng.2022.112588","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138787074&doi=10.1016%2fj.oceaneng.2022.112588&partnerID=40&md5=be374224ac7c7e95f7c4fab77e73e8aa","A hybrid mesh-particle method is developed to simulate hydro- and morpho-dynamics in shallow flows. The well-balanced finite volume WENO and lattice Boltzmann methods were implemented to solve nonlinear shallow water and Exner equations, respectively and a splitting strategy coupled those two solvers. This strategy was known to suffer from numerical instability due to loss of hyperbolicity, but this problem was not observed in the present method. To achieve advanced interaction between two solvers, cross-computation and information exchange were performed at every step of the high-order Runge-Kutta method. Extensive numerical experiments verified whether the present hybrid method was implemented correctly, and the proposed method provided satisfactory results of the well-balanced property, the accuracy, and the stability in verification examples. © 2022 Elsevier Ltd","2022","2024-11-21 21:06:48","2024-11-21 21:06:48","","","","","265","","","","","","","","","","English","","","","","","","Publisher: Elsevier Ltd Type: Article","","","","computational fluid dynamics; Equations of motion; erodibility; Erodible beds; Exn equation; finite volume method; Finite volume method; Finite-volume; Finite-volume method; Hybrid meshes; instability; Kinetic theory; Lattice Boltzmann method; Nonlinear equations; Numerical methods; Runge Kutta methods; seafloor; Shallow flow; Shallow water equations; shallow-water equation; water flow; Well balanced; WENO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MH5EFW9A","journalArticle","2014","Juez, C.; Murillo, J.; García-Navarro, P.","A 2D weakly-coupled and efficient numerical model for transient shallow flow and movable bed","Advances in Water Resources","","03091708","10.1016/j.advwatres.2014.05.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903436292&doi=10.1016%2fj.advwatres.2014.05.014&partnerID=40&md5=25e98ee7eaeafcecbc94447b517d78e6","Recent advances in the simulation of free surface flows over mobile bed have shown that accurate and stable results in realistic problems can be provided if an appropriate coupling between the shallow water equations (SWE) and the Exner equation is performed. This coupling can be done if using a suitable Jacobian matrix. As a result, faithful numerical predictions are available for a wide range of flow conditions and empirical bed load discharge formulations, allowing to investigate the best option in each case study, which is mandatory in these type of environmental problems. When coupling the equations, the SWE are considered but including an extra conservation law for the sediment dynamics. In this way the computational cost may become unrealistic in situations where the application of the SWE over rigid bed can be used involving large time and space scales without giving up to the adequate level of mesh refinement. Therefore, for restoring the numerical efficiency, the coupling technique is simplified, not decreasing the number of waves involved in the Riemann problem but simplifying their definitions. The effects of the approximations made are tested against experimental data which include transient problems over erodible bed. The simplified model is formulated under a general framework able to insert any desirable discharge solid load formula. © 2014 Elsevier Ltd.","2014","2024-11-21 21:06:48","2024-11-21 21:06:48","","93 – 109","","","71","","","","","","","","","","English","","","","","","","Publisher: Elsevier Ltd Type: Review","","","","2D shallow waters; Bed load; bedload; Concrete placing; Coupling techniques; discharge; Environmental problems; Equations of motion; Exner equation; finite volume method; Finite volume method; flow modeling; Jacobian matrices; Numerical efficiency; numerical model; Numerical predictions; sediment transport; Sediment transport; Shallow water equations; shallow-water equation; spatiotemporal analysis; two-dimensional flow; water flow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SMD8EQXK","journalArticle","2019","Barzgaran, Mina; Mahdizadeh, Hossein; Sharifi, Soroosh","Numerical simulation of bedload sediment transport with the ability to model wet/dry interfaces using an augmented Riemann solver","Journal of Hydroinformatics","","14647141","10.2166/hydro.2019.046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073065634&doi=10.2166%2fhydro.2019.046&partnerID=40&md5=1577634e8a7ff0b90b980f92cdb40b96","This paper presents an efficient second-order finite volume method for the simulation of bedload sediment transport which is capable of modeling wet/dry fronts. The governing equations comprise the shallow water equations (SWEs) for the hydrodynamic phase and the Exner equation for the estimation of bedload sediment transport. These sets of equations are then solved using a weakly coupled scheme based on an augmented Riemann solver (WCAR). In this approach, first, the morphodynamic equation is solved, and then, updated bedload changes with the same Riemann structures are used as a source term within the SWEs. The Smart formula is utilized to estimate the bedload sediment discharge within the Exner equation. The proposed numerical model is first used to model a parabolic sediment layer. Then, a bedload hump propagation with an initial subcritical condition is considered. Next, the simulation of dam-break flow over a mobile bed is investigated. Finally, the dam failure due to over-topping is studied and the computed results are compared with available experimental data. Numerical results indicate that the introduced weakly coupled method, developed based upon the augmented Riemann solver, can be effectively used for modeling all investigated flow regimes, including dry-state interfaces. © IWA Publishing 2019","2019","2024-11-21 21:06:48","2024-11-21 21:06:48","","834 – 850","","5","21","","","","","","","","","","English","","","","","","","Publisher: IWA Publishing Type: Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42H34SD4","journalArticle","2013","Michoski, C.; Dawson, C.; Mirabito, C.; Kubatko, E.J.; Wirasaet, D.; Westerink, J.J.","Fully coupled methods for multiphase morphodynamics","Advances in Water Resources","","03091708","10.1016/j.advwatres.2013.05.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879534433&doi=10.1016%2fj.advwatres.2013.05.002&partnerID=40&md5=aba3d932d8b5a907768679dd61dc32a2","We present numerical methods for a system of equations consisting of the two dimensional Saint-Venant shallow water equations (SWEs) fully coupled to a completely generalized Exner formulation of hydrodynamically driven sediment discharge. This formulation is implemented by way of a discontinuous Galerkin (DG) finite element method, using a Roe Flux for the advective components and the unified form for the dissipative components. We implement a number of Runge-Kutta time integrators, including a family of strong stability preserving (SSP) schemes, and Runge-Kutta Chebyshev (RKC) methods. A brief discussion is provided regarding implementational details for generalizable computer algebra tokenization using arbitrary algebraic fluxes. We then run numerical experiments to show standard convergence rates, and discuss important mathematical and numerical nuances that arise due to prominent features in the coupled system, such as the emergence of nondifferentiable and sharp zero crossing functions, radii of convergence in manufactured solutions, and nonconservative product (NCP) formalisms. Finally we present a challenging application model concerning hydrothermal venting across metalliferous muds in the presence of chemical reactions occurring in low pH environments. © 2013.","2013","2024-11-21 21:06:48","2024-11-21 21:06:48","","95 – 110","","","59","","","","","","","","","","English","","","","","","","Type: Article","","","","Algebra; Discontinuous galerkin; equation; Equations of motion; finite element method; Functions; Galerkin method; Galerkin methods; Geophysical flows; geophysics; Hot springs; hydrodynamics; hydrothermal vent; Hydrothermal vent; morphodynamics; Morphodynamics; multiphase flow; numerical method; numerical model; Runge Kutta methods; sediment transport; Sediment transport; Shallow waters; shallow-water equation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z46Z9DNZ","journalArticle","2019","Dazzi, S.; Vacondio, R.; Mignosa, P.","Integration of a Levee Breach Erosion Model in a GPU-Accelerated 2D Shallow Water Equations Code","Water Resources Research","","00431397","10.1029/2018WR023826","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060759441&doi=10.1029%2f2018WR023826&partnerID=40&md5=5eac9e792d72a444fd2554964dd49ef9","This paper presents a two-dimensional shallow water equations code coupled with a physically based erosion model, able to predict the opening and evolution of breaches forming in levees built with either cohesive or noncohesive material. The bottom elevation change is evaluated using an excess shear-stress equation, which accounts for the hydrodynamic conditions and for the material characteristics. The proposed model modifies the local topography at runtime wherever the levee is overtopped without having to predefine the position and shape of the breach. The model is implemented in CUDA programming language, so that simulations can be run on graphics processing units, guaranteeing fast execution times even for high-resolution meshes and large domains. The validation is performed based on several experimental tests, and numerical predictions are in good agreement with the measurements. The strengths and weaknesses of the proposed approach are also discussed by comparison with a sediment transport model based on the Exner equation: While the latter gives good results only for breaches forming in levees built with noncohesive material, the proposed model can also be applied to cohesive embankments. The application to a historical flood event is also presented, showing that the model can effectively be employed for real field simulations also in the case of multiple breaches. ©2019. American Geophysical Union. All Rights Reserved.","2019","2024-11-21 21:06:48","2024-11-21 21:06:48","","682 – 702","","1","55","","","","","","","","","","English","","","","","","","Publisher: Blackwell Publishing Ltd Type: Article","","","","2D shallow water equations; Computer graphics; computer simulation; Embankments; Equations of motion; Erosion; experimental study; finite volume method; Finite volume method; flood; Flood simulation; Floods; Graphics processing unit; hardware; historical perspective; levee; Levee breaches; Levees; Material characteristics; Physically-based erosion model; Program processors; sediment transport; Sediment transport; Sediment transport model; Shallow water equations; shallow-water equation; Shear stress; software; topography; Two-dimensional shallow water equations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37CHL47U","journalArticle","2013","Juez, Carmelo; Murillo, Javier; García-Navarro, Pilar","Numerical assessment of bed-load discharge formulations for transient flow in 1D and 2D situations","Journal of Hydroinformatics","","14647141","10.2166/hydro.2013.153","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891780357&doi=10.2166%2fhydro.2013.153&partnerID=40&md5=3b890b3b6103f1297d341161d66d3551","Two-dimensional (2D) transient flow over an erodible bed can be modelled using shallow-water equations and the Exner equation to describe the morphological evolution of the bed. Considering the fact that well-proven capacity formulae are based on one-dimensional (1D) experimental steady flows, the assessment of these empirical relations under unsteady 1D and 2D situations is important. In order to ensure the reliability of the numerical experimentation, the formulation has to be general enough to allow the use of different empirical laws. Moreover, the numerical scheme must handle correctly the coupling between the 2D shallow-water equations and the Exner equation under any condition. In this work, a finite-volume numerical scheme that includes these two main features will be exploited here in 1D and 2D laboratory test cases. The relative performances of Meyer-Peter and Müller, Ashida and Michiue, Engelund and Fredsoe, Fernandez Luque and Van Beek, Parker, Smart, Nielsen, Wong and Camenen and Larson formulations are analysed in terms of the root mean square error. A new discretization of the Smart formula is provided, leading to promising predictions of the erosion/deposition rates. The results arising from this work are useful to justify the use of an empirical sediment bed-load discharge formula among the ones studied, regardless of the hydrodynamic situation. © IWA Publishing 2013.","2013","2024-11-21 21:06:48","2024-11-21 21:06:48","","1234 – 1257","","4","15","","","","","","","","","","English","","","","","","","Publisher: IWA Publishing Type: Conference paper","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
