"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NUBMDVDI","journalArticle","2008","Liu, X.; Landry, B.J.; García, M.H.","Two-dimensional scour simulations based on coupled model of shallow water equations and sediment transport on unstructured meshes","Coastal Engineering","","03783839","10.1016/j.coastaleng.2008.02.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51749098788&doi=10.1016%2fj.coastaleng.2008.02.012&partnerID=40&md5=6aeb7dd26a9d7d1f97d691d6375d8253","A two-dimensional scour model based on coupled system of shallow water equations (SWEs) and sediment transport on unstructured mesh is developed. The coupled system of hydrodynamic and morphodynamic equations is solved by finite volume method using Godunov scheme. Roe's approximate Riemann solver is used to calculate the inviscid fluxes. The use of unstructured mesh makes the model applicable to complex domains. However, it is difficult to evaluate the eigenvalues and eigenvectors of the Jacobian matrix in the global coordinate. The method proposed herein to deal with this difficulty is to transform the system into the local coordinate with one of the axes in the same direction as the interface outward normal vector. In the local coordinate system, the Jacobian matrix is simplified and the eigenvalues are analyzed using asymptotic method. Regular expansion breaks down when the flow is near critical. Uniformity of the expansion is achieved by changing the scales. Rotational invariance theorem is used to relate the interfacial fluxes in the global and local coordinate systems. Special treatment of the source term on unstructured grid makes the scheme stable and physically balanced (both mass and momentum). The method proposed in this paper for the eigen-system is very efficient comparing to iterative numerical methods. Results from the test cases show good agreement with the experiments. © 2008 Elsevier B.V. All rights reserved.","2008","2024-11-21 20:41:53","2024-11-21 21:49:46","","800-810","","10","55","","","","","","","","","","English","","","","","","","","","","","2D; Computer networks; Coordinate measuring machines; Coupled solver; eigenvalue; Erosion; finite volume method; Fluid dynamics; Fluid mechanics; Godunov scheme; hydrodynamics; Iterative methods; Matrix algebra; Mesh generation; morphodynamics; Numerical analysis; Numerical Method; Numerical methods; numerical model; Ocean Modeling; scour; sediment transport; Sediment transport; Sedimentation; Sedimentology; Shallow water equations; shallow-water equation; Soil mechanics; SWE-Exner; Two dimensional; Two phase flow; Unstructured mesh; Unstructured meshes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MRNTYXZB","conferencePaper","2019","Lobma, Fadhil; Gunawan, P. H.","Computing UDCHR Scheme for simulating underwater sediment movement using OpenMP","2019 7th International Conference on Information and Communication Technology (ICoICT)","","","10.1109/ICoICT.2019.8835311","","Parallel computing with OpenMP platform in numerical simulation of underwater sediment movement is elaborated. The result shown computer I with processor type Intel Core i7-7500U has better speedup performance ( 3.291493 times of serial computing) than Computer II with processor type AMD Ryzen 5 2400G. Meanwhile, using computer II, the speedup of parallel computing is obtained 3.751561 times of serial computing. Indeed this discrepancy occurs because of the processor type of Computer I is higher than Computer II. Moreover, the efficiency of Computer II is 11.5% lower than computer II which is conducted 91.1367% efficiency. This means using Computer II the ability of parallel codes to achieve best performance proportional to the number of processor is obtained. Furthermore, the numerical simulation using UDCHR is shown in a good agreement with the staggered grid scheme of two-layer SWE and SWE-Exner model.","2019-07","2024-11-21 21:03:51","2024-11-21 21:49:04","","1-5","","","","","","","","","","","","","","","","","","","","","","","","1D; Application programming interfaces (API); Computational modeling; Efficiency; high performance computing; High performance computing; HPC; Mathematical model; Numerical Method; Numerical models; Numerical simulation; OpenMP; Parallel processing; Parallel processing systems; River simulation; sediment movement; Sediment movement; Sediments; simulation; Simulation; Simulation platform; Surfaces; SWE-Exner; Upwinding; Upwinding dispersive correction hydrostatic reconstruction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UPVH9SVA","journalArticle","2013","Benkhaldoun, Fayssal; Elmahi, Imad; Sari, Saida; Seaid, Mohammed","An unstructured finite-volume method for coupled models of suspended sediment and bed load transport in shallow-water flows","International Journal for Numerical Methods in Fluids","","10970363","10.1002/fld.3771","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878927349&doi=10.1002%2ffld.3771&partnerID=40&md5=90d64355e3eed0b4bb1d1036b49018e1","The aim of this work is to develop a well-balanced finite-volume method for the accurate numerical solution of the equations governing suspended sediment and bed load transport in two-dimensional shallow-water flows. The modelling system consists of three coupled model components: (i) the shallow-water equations for the hydrodynamical model; (ii) a transport equation for the dispersion of suspended sediments; and (iii) an Exner equation for the morphodynamics. These coupled models form a hyperbolic system of conservation laws with source terms. The proposed finite-volume method consists of a predictor stage for the discretization of gradient terms and a corrector stage for the treatment of source terms. The gradient fluxes are discretized using a modified Roe's scheme using the sign of the Jacobian matrix in the coupled system. A well-balanced discretization is used for the treatment of source terms. In this paper, we also employ an adaptive procedure in the finite-volume method by monitoring the concentration of suspended sediments in the computational domain during its transport process. The method uses unstructured meshes and incorporates upwinded numerical fluxes and slope limiters to provide sharp resolution of steep sediment concentrations and bed load gradients that may form in the approximate solutions. Details are given on the implementation of the method, and numerical results are presented for two idealized test cases, which demonstrate the accuracy and robustness of the method and its applicability in predicting dam-break flows over erodible sediment beds. The method is also applied to a sediment transport problem in the Nador lagoon. © 2013 John Wiley & Sons, Ltd.","2013","2024-11-21 21:06:47","2024-11-21 21:49:35","","967 – 993","","9","72","","","","","","","","","","English","","","","","","","Type: Article","","","","2D; bed load transport; Bed-load transport; Equations of motion; Finite volume method; finite-volume method; Flow of water; FVM; Hydraulics; Jacobian matrices; Lakes; mesh adaptation; Mesh adaptation; Nador lagoon; Numerical Method; Numerical methods; Sediment transport; Sedimentology; Shallow water equations; shallow-water equations; suspended sediment; Suspended sediments; SWE-Exner; Unstructured grid; unstructured grids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77P7G9WB","journalArticle","2012","Serrano-Pacheco, Alberto; Murillo, Javier; Garcia-Navarro, Pilar","Finite volumes for 2D shallow-water flow with bed-load transport on unstructured grids","Journal of Hydraulic Research","","00221686","10.1080/00221686.2012.669142","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859706002&doi=10.1080%2f00221686.2012.669142&partnerID=40&md5=c5f71128ca84ee05baf2213e250b2738","In this work, two-dimensional (2D) bed-load transport simulations based on the depth-averaged shallow-water equations and the Exner equation are presented. The Exner equation is written assuming that bed-load transport is governed by a power law of the depth-averaged flow velocity and by a flow/sediment interaction parameter acting as a calibration coefficient. Uncoupled and coupled numerical resolutions of the global problem are considered. A Roe-type first-order upwind scheme has been applied as approximate Riemann solver for the discretization on 2D unstructured meshes. The uncoupled resolution is presented as a simple extension of a previous 2D shallow-water model. The details of the new implementation in the coupled system problem are provided. The models are tested comparing with exact solutions of 2D cases as well as experimental laboratory data. Copyright © 2012 International Association for Hydro-Environment Engineering and Research.","2012","2024-11-21 21:06:47","2024-11-21 21:49:37","","154 – 163","","2","50","","","","","","","","","","English","","","","","","","Type: Article","","","","2D; Bed-load transport; bedload; calibration; data set; Equations of motion; Exner equation; finite volume method; flow velocity; FVM; Grass model; Grass models; Hydraulics; Numerical Method; numerical model; power law; sediment-water interface; Shallow-water; shallow-water equation; shallow-water system; SWE-Exner; Technology; two-dimensional flow; unstructured grid; Unstructured grid; Validation Methods; water flow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YX7JYRRW","journalArticle","2015","Liu, Xin; Infante Sedano, Julio Ángel; Mohammadian, Abdolmajid","A coupled two-dimensional numerical model for rapidly varying flow, sediment transport and bed morphology","Journal of Hydraulic Research","","00221686","10.1080/00221686.2015.1085919","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945161951&doi=10.1080%2f00221686.2015.1085919&partnerID=40&md5=ab9ef7953fb21ba153d4df949f6480d3","This paper presents a coupled two-dimensional model that can produce a more stable numerical simulation of rapid bed evolution than the conventional decoupled model. To solve the coupled bed-load sediment transport terms using a Godunov-type central-upwind method, a novel scheme to estimate the bed-load fluxes which can produce more accurate results than the previously reported coupled model is proposed using a pair of local wave speeds different from those used for the flow. The two-dimensional shallow water equations are used to solve the flow velocities and water depth. The bed level is solved by an Exner-based equation containing bed-load sediment transport as numerical flux terms and sediment entrainment and deposition as source terms. Analytical formulas to compute the eigenvalues of the Jacobian matrix are developed. The linear reconstruction of variables with a multi-dimensional slope limiter, and the second-order Runge-Kutta scheme are employed to achieve higher accuracy in space and time. For the case of rapid bed-erosion, the accuracy and stability of the proposed coupled model are verified by several numerical tests. © 2015 International Association for Hydro-Environment Engineering and Research.","2015","2024-11-21 21:06:47","2024-11-21 21:49:29","","609 – 621","","5","53","","","","","","","","","","English","","","","","","","Publisher: Taylor and Francis Ltd. Type: Article","","","","2D; Bed-load transport; bedform; bedload; Coupled modeling; Direct numerical simulation; eigenvalue; Eigenvalues and eigenfunctions; entrainment; Equations of motion; finite volume method; Finite volume method; FVM; Jacobian matrices; Linear reconstruction; Numerical Method; Numerical methods; numerical model; Numerical models; Runge Kutta methods; Sediment entrainments; sediment transport; Sediment transport; Sedimentation; Shallow flow; shallow water; SWE-Exner; Two dimensional model; Two dimensional numerical models; two-dimensional modeling; Two-dimensional shallow water equations; water depth; wave velocity; wind erosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RS22ZRLQ","journalArticle","2020","Rowan, Thomas; Seaid, Mohammed","Two-dimensional numerical modelling of shallow water flows over multilayer movable beds","Applied Mathematical Modelling","","0307904X","10.1016/j.apm.2020.06.052","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088135950&doi=10.1016%2fj.apm.2020.06.052&partnerID=40&md5=b3cb32181ef523ba52b7780c728bdf5b","The two-dimensional modelling of shallow water flows over multi-sediment erodible beds is presented. A novel approach is developed for the treatment of multiple sediment types in morphodynamics. The governing equations include the two-dimensional shallow water equations for hydrodynamics, an Exner-type equation for morphodynamics, a two-dimensional transport equation for the suspended sediments, and a set of empirical equations for entrainment and deposition. Multilayer sedimentary beds are formed of different erodible soils with sediment properties and new exchange conditions between the bed layers are developed for the model. The coupled equations yield a hyperbolic system of balance laws with source terms. As a numerical solver for the system, we implement a fast finite volume characteristics method. The numerical fluxes are reconstructed using the method of characteristics which employs projection techniques. The proposed finite volume solver is simple to implement, satisfies the conservation property and can be used for two-dimensional sediment transport problems in non-homogeneous isotropic beds without need of complicated three-dimensional equations. To assess the performance of the proposed models, we present numerical results for a wide variety of shallow water flows over sedimentary layers. Comparisons to experimental data for dam-break problems over movable beds are also included in this study. © 2020 Elsevier Inc.","2020","2024-11-21 21:06:48","2024-11-21 21:48:47","","474 – 497","","","88","","","","","","","","","","English","","","","","","","Publisher: Elsevier Inc. Type: Article","","","","2D; Characteristics method; Conservation properties; Equations of motion; Flow of water; FVC; Hydraulics; Method of characteristics; Multilayers; Numerical Method; Numerical methods; Projection techniques; Sediment transport; Sedimentology; Suspended sediments; SWE-Exner; Three-dimensional equations; Two-dimensional modelling; Two-dimensional shallow water equations; Two-dimensional transport equation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZNT36E99","journalArticle","2015","Liu, Xin; Mohammadian, Abdolmajid; Kurganov, Alexander; Infante Sedano, Julio Angel","Well-balanced central-upwind scheme for a fully coupled shallow water system modeling flows over erodible bed","Journal of Computational Physics","","00219991","10.1016/j.jcp.2015.07.043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939436275&doi=10.1016%2fj.jcp.2015.07.043&partnerID=40&md5=bdfd6628dfe13be306c0ca419004c3fc","Intense sediment transport and rapid bed evolution are frequently observed under highly-energetic flows, and bed erosion sometimes is of the same magnitude as the flow itself. Simultaneous simulation of multiple physical processes requires a fully coupled system to achieve an accurate hydraulic and morphodynamical prediction. In this paper, we develop a high-order well-balanced finite-volume method for a new fully coupled two-dimensional hyperbolic system consisting of the shallow water equations with friction terms coupled with the equations modeling the sediment transport and bed evolution.The nonequilibrium sediment transport equation is used to predict the sediment concentration variation. Since bed-load, sediment entrainment and deposition have significant effects on the bed evolution, an Exner-based equation is adopted together with the Grass bed-load formula and sediment entrainment and deposition models to calculate the morphological process. The resulting 5. ×. 5 hyperbolic system of balance laws is numerically solved using a Godunov-type central-upwind scheme on a triangular grid. A computationally expensive process of finding all of the eigenvalues of the Jacobian matrices is avoided: The upper/lower bounds on the largest/smallest local speeds of propagation are estimated using the Lagrange theorem. A special discretization of the bed-slope term is proposed to guarantee the well-balanced property of the designed scheme. The proposed fully coupled model is verified on a number of numerical experiments. © 2015 Elsevier Inc.","2015","2024-11-21 21:06:48","2024-11-21 21:49:26","","202 – 218","","","300","","","","","","","","","","English","","","","","","","Publisher: Academic Press Inc. Type: Article","","","","2D; Bed evolutions; Central-upwind scheme; Dam-break flow; Eigenvalues and eigenfunctions; Equations of motion; Finite volume method; Finite-volume method; Fully coupled shallow water system; Fully-coupled; FVM; Jacobian matrices; Lagrange multipliers; Lagrange theorem; Lagrange's theorems; Numerical Method; Sediment transport; Sedimentation; Shallow-water systems; SWE-Exner; Well balanced; Well-balanced central-upwind scheme","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8DENTT4Z","journalArticle","2010","Murillo, J.; García-Navarro, P.","An Exner-based coupled model for two-dimensional transient flow over erodible bed","Journal of Computational Physics","","00219991","10.1016/j.jcp.2010.08.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956920338&doi=10.1016%2fj.jcp.2010.08.006&partnerID=40&md5=4944ae4feb147cd1a7e7213ffcca34a9","Transient flow over erodible bed is solved in this work assuming that the dynamics of the bed load problem is described by two mathematical models: the hydrodynamic model, assumed to be well formulated by means of the depth averaged shallow water equations, and the Exner equation. The Exner equation is written assuming that bed load transport is governed by a power law of the flow velocity and by a flow/sediment interaction parameter variable in time and space. The complete system is formed by four coupled partial differential equations and a genuinely Roe-type first order scheme has been used to solve it on triangular unstructured meshes. Exact solutions have been derived for the particular case of initial value Riemann problems with variable bed level and depending on particular forms of the solid discharge formula. The model, supplied with the corresponding solid transport formulae, is tested by comparing with the exact solutions. The model is validated against laboratory experimental data of different unsteady problems over erodible bed. © 2010 Elsevier Inc.","2010","2024-11-21 21:06:48","2024-11-21 21:49:43","","8704 – 8732","","23","229","","","","","","","","","","English","","","","","","","Publisher: Academic Press Inc. Type: Article","","","","2D; 2d weak solution; 2D weak solutions; Bank equilibrium; Bed load sediment transport; Bedload sediment transport; Equations of motion; Erodible beds; Exn equation; Exner equation; Finite volume method; Finite-volume method; Flow velocity; FVM; Numerical Method; Roe method; Roe's methods; Sediment transport; shallow flow; shallow flows; Shallow water; Shallow Water; Shallow Water Equations; Shallow waters; surface flow; SWE; SWE-Exner; Transient flow; Weak solution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EW5J87YQ","journalArticle","2021","Uh Zapata, Miguel; Gamboa Salazar, Lucia; Itzá Balam, Reymundo; Nguyen, Kim Dan","An unstructured finite-volume semi-coupled projection model for bed load sediment transport in shallow-water flows","Journal of Hydraulic Research","","00221686","10.1080/00221686.2020.1786740","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095749122&doi=10.1080%2f00221686.2020.1786740&partnerID=40&md5=ff8a0216a0a75ce4c26681b05d089f6c","The aim of this work is to develop an original semi-coupled approach for solving the Saint-Venant and Exner equation system. The shallow-water equations are solved first to calculate the full evolution of flow fields, and then the Exner equation is solved to model the morphodynamic response. The numerical method is based on a projection method, which consists in combining the momentum and continuity equations in order to establish a Poisson-type equation for water surface levels. The present formulation is identified as a semi-coupled approach because the projection method incorporates the change in the bed evolution in its approximation. A second-order numerical scheme has been proposed using an unstructured finite-volume technique and an implicit time integration method. Several benchmarks are used to demonstrate the capabilities, accuracy and performance of the model. © 2020 International Association for Hydro-Environment Engineering and Research.","2021","2024-11-21 21:06:48","2024-11-21 21:48:41","","545 – 558","","4","59","","","","","","","","","","English","","","","","","","Publisher: Taylor and Francis Ltd. Type: Article","","","","2D; bedload; Benchmarking; Continuity equations; Equations of motion; finite volume method; Finite volume technique; flow field; FVM; Implicit time integration; model; Morphodynamic response; numerical method; Numerical Method; Numerical methods; Poisson equation; Projection method; Projection models; sediment transport; Sediment transport; shallow water; Shallow water equations; Shallow water flow; SWE-Exner; water flow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VJT84T5I","journalArticle","2019","Dazzi, S.; Vacondio, R.; Mignosa, P.","Integration of a Levee Breach Erosion Model in a GPU-Accelerated 2D Shallow Water Equations Code","WATER RESOURCES RESEARCH","","0043-1397","10.1029/2018WR023826","","This paper presents a two-dimensional shallow water equations code coupled with a physically based erosion model, able to predict the opening and evolution of breaches forming in levees built with either cohesive or noncohesive material. The bottom elevation change is evaluated using an excess shear-stress equation, which accounts for the hydrodynamic conditions and for the material characteristics. The proposed model modifies the local topography at runtime wherever the levee is overtopped without having to predefine the position and shape of the breach. The model is implemented in CUDA programming language, so that simulations can be run on graphics processing units, guaranteeing fast execution times even for high-resolution meshes and large domains. The validation is performed based on several experimental tests, and numerical predictions are in good agreement with the measurements. The strengths and weaknesses of the proposed approach are also discussed by comparison with a sediment transport model based on the Exner equation: While the latter gives good results only for breaches forming in levees built with noncohesive material, the proposed model can also be applied to cohesive embankments. The application to a historical flood event is also presented, showing that the model can effectively be employed for real field simulations also in the case of multiple breaches.","2019-01","2024-11-21 21:26:47","2024-11-21 21:49:18","","682-702","","1","55","","","","","","","","","","English","","","","","","","Place: 2000 FLORIDA AVE NW, WASHINGTON, DC 20009 USA Publisher: AMER GEOPHYSICAL UNION Type: Article","","","","2D; 2D shallow water equations; Computer graphics; computer simulation; CUDA; Embankments; Equations of motion; erosion; Erosion; experimental study; finite volume; finite volume method; Finite volume method; flood; flood simulation; Flood simulation; Floods; FVM; GPU; Graphics processing unit; hardware; historical perspective; levee; levee breach; Levee breaches; Levees; Material characteristics; Numerical Method; Physically-based erosion model; Program processors; sediment transport; Sediment transport; Sediment transport model; shallow water equations; Shallow water equations; shallow-water equation; Shear stress; software; SWE-Exner; topography; Two-dimensional shallow water equations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CKWZQFRH","conferencePaper","2022","Marwane, Bensaad; Elmiloud, Chaabelasri","Numerical solution by meshless method of a fully-coupled bed load and shallow water flows","E3S Web of Conferences","","","","","The one-dimensional shallow water equations (SWEs), coupled with bed load (Exner equation) were solved in this paper for the numerical simulation of the sediment transport problem. By using an efficient meshless method based on radial basis function (RBF) that approximates the unknown variables on a set of collocation nodes and Runge–Kutta fourth-order scheme to approximate the temporal derivative. Besides, the artificial viscosity to avoid oscillations, we implement the proposed numerical model of bedload and set up a series of numerical tests using various nontrivial solutions to confirm the efficiency of the suggested approaches. The numerical simulations demonstrate the accuracy, computational efficiency, and ability of the suggested numerical methods in solving the coupled Exner shallow water problem.","2022","2024-11-21 21:48:33","2024-11-21 21:56:22","","00003","","","336","","","","","","","","EDP Sciences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NET69L49","journalArticle","2010","Ancey, Christophe","Stochastic modeling in sediment dynamics: Exner equation for planar bed incipient bed load transport conditions","Journal of Geophysical Research: Earth Surface","","","","","Even under flow equilibrium conditions, river bed topography continuously evolves with time, producing trains of irregular bed forms. The idea has recently emerged that the variability in the bed form geometry results from some randomness in sediment flux. In this paper, we address this issue by using the Exner equation and a population exchange model derived in an earlier paper. In this model, particle entrainment and deposition are idealized as population exchanges between the stream and the bed, which makes it possible to use birth-death Markov process theory to track the number of moving grains. The paper focuses on nascent bed forms on initially planar beds, a situation in which the coupling between the stream and bed is weak. In a steady state, the number of moving particles follows a negative binomial distribution. Although this probability distribution does not enter the family of heavy-tailed distributions, it may give rise to large and frequent fluctuations because the standard deviation can be much larger than the mean, a feature that is not accounted for with classic probability laws (e.g., Hamamori's law) used so far for describing bed load fluctuations. In the large-system limit, the master equation of the birth-death Markov process can be transformed into a Fokker-Planck equation. This transformation is used here to show that the number of moving particles can be described as an Ornstein-Uhlenbeck process. An important consequence is that in the long term, the number of moving particles follows a Gaussian distribution. Laboratory experiments show that this approximation is correct when the mean number per unit length of stream, equation image/L, is sufficiently large (typically two particles per centimeter in our experiments). The particle number fluctuations give rise to bed elevation fluctuations, whose spectrum falls off like ω−2 in the high-frequency regime (with ω the angular frequency) and variance grows linearly with time. These features are in agreement with recent observations on bed form development (in particular, ripple growth).","2010","2024-11-21 21:48:33","2024-11-21 22:08:32","","","","F2","115","","","","","","","","","","","","","","","","","Publisher: Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EVSVWPJY","journalArticle","2015","Audusse, Emmanuel; Boyaval, Sébastien; Goutal, Nicole; Jodeau, Magali; Ung, Philippe","Numerical simulation of the dynamics of sedimentary river beds with a stochastic Exner equation","ESAIM: Proceedings and Surveys","","","","","At the scale of a river reach, the dynamics of the river bed is typically modelled by Exner equation (conservation of the solid mass) with an empirical solid flux of transported sediments, which is a simple deterministic algebraic formula function of i) the sediment physical characteristics (size and mass) and of ii) the averaged hydrodynamical description of the ambient water flow. This model has proved useful, in particular through numerical simulations, for hydraulic engineering purposes (like estimating the mass of sediments that is drained through an open dam). Though, the model is also coarse. And its applicability at various space and time scales remains a question of considerable interest for sedimentologists. In particular, physical experiments from the grain scale to the laboratory scale reveal important fluctuations of the solid flux in given hydrodynamical conditions. This work is a preliminary study of the coupling of a stochastic Exner equation with a hydrody-namical model for large scales. (Stochastic models with a probabilistic solid flux are currently being investigated, but most often only from the viewpoint of theoretical physics at the grain scale.) We introduce a new stochastic Exner model and discuss it using numerical simulations in an appropriate test case.","2015","2024-11-21 21:48:33","2024-11-21 22:02:17","","321–340","","","48","","","","","","","","","","","","","","","","","Publisher: EDP Sciences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64RAGPU3","journalArticle","2017","Liu, Xin; Beljadid, Abdelaziz","A coupled numerical model for water flow, sediment transport and bed erosion","Computers & Fluids","","","","","In this paper, we propose an accurate Riemann-solver free method for a coupled system modeling shallow water flows, sediment transport and rapid bed erosion. The hydrodynamic model solving shallow water equations (SWEs) is coupled with the sediment transport equation and the morphodynamic model. A Godunov-type central-upwind scheme is proposed to numerically solve the resulting system based on the technique that using two different pairs of local wave speeds to estimate numerical fluxes for hydrodynamic and morphodynamic models, respectively. The proposed technique leads to accurate results for the computation of the morphodynamic model. The proposed scheme is based on computationally efficient techniques and do not require analytical expressions of the eingenstructure of the system. A well-balanced discretization of the bed-slope terms is developed in framework of the coupling approach. Finally, we demonstrate the robustness and accuracy of the proposed numerical scheme for the coupled system using several numerical tests.","2017","2024-11-21 21:48:33","2024-11-21 22:00:28","","273–284","","","154","","","","","","","","","","","","","","","","","Publisher: Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"82X6GZXU","journalArticle","2007","Kubatko, Ethan J; Westerink, Joannes J","Exact discontinuous solutions of Exner’s bed evolution model: Simple theory for sediment bores","Journal of hydraulic engineering","","","","","Determining the evolution of the bed of a river or channel due to the transport of sediment was first examined in a theoretical context by Exner in 1925. In his work, Exner presents a simplified bed evolution model derived from the conservation of fluid mass and an “erosion” equation that is commonly referred to as the sediment continuity or Exner equation. Given that Exner’s model takes the form of a nonlinear hyperbolic equation, one expects, depending on the given initial condition of the bed, the formation of discontinuities in the solution in finite time. The analytical solution provided by Exner for his model is the so-called classical or genuine solution of the initial-value problem, which is valid while the solution is continuous. In this paper, using the general theory of nonlinear hyperbolic equations, we consider generalized solutions of Exner’s classic bed evolution model thereby developing a simple theory for the formation and propagation of discontinuities in the bed or so-called sediment bores.","2007","2024-11-21 21:48:33","2024-11-21 22:08:57","","305–311","","3","133","","","","","","","","","","","","","","","","","Publisher: American Society of Civil Engineers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7NLM7Q3V","journalArticle","2011","Cordier, Stéphane; Le, Minh H; De Luna, T Morales","Bedload transport in shallow water models: Why splitting (may) fail, how hyperbolicity (can) help","Advances in Water Resources","","","","","In this paper, we are concerned with sediment transport models consisting of a shallow water system coupled with the so called Exner equation to describe the evolution of the topography. We show that, for some bedload transport models like the well-known Meyer-Peter and Müller model, the system is hyperbolic and, thus, linearly stable, only under some constraint on the velocity. In practical situations, this condition is hopefully fulfilled. Numerical approximations of such system are often based on a splitting method, solving first shallow water equation on a time step and, updating afterwards the topography. It is shown that this strategy can create spurious/unphysical oscillations which are related to the study of hyperbolicity. Using an upper bound of the largest eigenvector may improve the results although the instabilities cannot be always avoided, e.g. in supercritical regions.","2011","2024-11-21 21:48:33","2024-11-21 22:02:48","","980–989","","8","34","","","","","","","","","","","","","","","","","Publisher: Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9P7F8Z2","journalArticle","2015","Peng, Szu-Hsien; Tang, Chuan","Development and application of two-dimensional numerical model on shallow water flows using finite volume method","Journal of Applied Mathematics and Physics","","","","","This present study develops a 2-D numerical scheme to simulate the velocity and depth on the actual terrain by using shallow water equations. The computational approach uses the HLL scheme as a basic building block, treats the bottom slope by lateralizing the momentum flux, then refines the scheme using the Strang splitting to deal with the frictional source term. Besides, a decoupled algorithm is also adopted to compute the aggradation and degradation of bed-level elevation by using the Manning-Strickler formula and Exner’s relationship. The main purpose is to set up the window interface of 2-D numerical model and increase the realization of engineers on these characteristics of hydraulic treatment and maintenance.","2015","2024-11-21 21:48:33","2024-11-21 22:01:38","","989–996","","8","3","","","","","","","","","","","","","","","","","Publisher: Scientific Research Publishing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5ZKK672A","journalArticle","2016","Rehman, Khawar; Cho, Yong-Sik","Bed evolution under rapidly varying flows by a new method for wave speed estimation","Water","","","","","This paper proposes a sediment-transport model based on coupled Saint-Venant and Exner equations. A finite volume method of Godunov type with predictor-corrector steps is used to solve a set of coupled equations. An efficient combination of approximate Riemann solvers is proposed to compute fluxes associated with sediment-laden flow. In addition, a new method is proposed for computing the water depth and velocity values along the shear wave. This method ensures smooth solutions, even for flows with high discontinuities, and on domains with highly distorted grids. The numerical model is tested for channel aggradation on a sloping bottom, dam-break cases at flume-scale and reach-scale with flat bottom configurations and varying downstream water depths. The proposed model is tested for predicting the position of hydraulic jump, wave front propagation, and for predicting magnitude of bed erosion. The comparison between results based on the proposed scheme and analytical, experimental, and published numerical results shows good agreement. Sensitivity analysis shows that the model is computationally efficient and virtually independent of mesh refinement.","2016","2024-11-21 21:48:33","2024-11-21 22:00:57","","212","","5","8","","","","","","","","","","","","","","","","","Publisher: MDPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
