"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"77P7G9WB","journalArticle","2012","Serrano-Pacheco, Alberto; Murillo, Javier; Garcia-Navarro, Pilar","Finite volumes for 2D shallow-water flow with bed-load transport on unstructured grids","Journal of Hydraulic Research","","00221686","10.1080/00221686.2012.669142","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859706002&doi=10.1080%2f00221686.2012.669142&partnerID=40&md5=c5f71128ca84ee05baf2213e250b2738","In this work, two-dimensional (2D) bed-load transport simulations based on the depth-averaged shallow-water equations and the Exner equation are presented. The Exner equation is written assuming that bed-load transport is governed by a power law of the depth-averaged flow velocity and by a flow/sediment interaction parameter acting as a calibration coefficient. Uncoupled and coupled numerical resolutions of the global problem are considered. A Roe-type first-order upwind scheme has been applied as approximate Riemann solver for the discretization on 2D unstructured meshes. The uncoupled resolution is presented as a simple extension of a previous 2D shallow-water model. The details of the new implementation in the coupled system problem are provided. The models are tested comparing with exact solutions of 2D cases as well as experimental laboratory data. Copyright © 2012 International Association for Hydro-Environment Engineering and Research.","2012","2024-11-21 21:06:47","2024-12-01 00:35:51","","154 – 163","","2","50","","","","","","","","","","English","","","","","","","Type: Article","","C:\Users\johan\Zotero\storage\SFLVBAHU\Serrano-Pacheco et al. - 2012 - Finite volumes for 2D shallow-water flow with bed-load transport on unstructured grids.pdf","","SWE-Exner; calibration; Exner equation; shallow-water equation; Bed-load transport; Grass model; shallow-water system; unstructured grid; Unstructured grid; 2D; Validation Methods; Numerical Method; FVM; bedload; data set; Equations of motion; finite volume method; flow velocity; Grass models; Hydraulics; numerical model; power law; sediment-water interface; Shallow-water; Technology; two-dimensional flow; water flow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VW9BZRD2","journalArticle","2014","Bilanceri, M.; Beux, F.; Elmahi, I.; Guillard, H.; Salvetti, M.V.","Implicit time advancing combined with two finite-volume methods in the simulation of morphodynamic flows","Mathematics and Computers in Simulation","","03784754","10.1016/j.matcom.2013.07.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894668522&doi=10.1016%2fj.matcom.2013.07.002&partnerID=40&md5=ea04578b6b7e79be99b8bc1b42055f62","Numerical simulation of morphodynamic problems is considered. The physical model is based on the shallow-water equations coupled with the Exner equation closed by the Grass model to describe the time evolution of the bed profile. The SRNH predictor-corrector scheme and a modified Roe scheme for non-conservative systems of equations are considered for space discretization. Second-order accuracy in space is achieved through variable reconstruction. These schemes were previously used in the simulation of the considered problems together with explicit time advancing. Linearized implicit time-advancing versions are generated here, in which the flux Jacobians are computed through automatic differentiation. Second-order accuracy in time is obtained through a backward differentiation formula associated with a defect-correction approach. For both the considered numerical methods, the explicit and implicit versions are compared in terms of accuracy and efficiency for one-dimensional and two-dimensional morphodynamic problems characterized by different time scales for the evolution of the bed and of the water flow. © 2013 IMACS. Published by Elsevier B.V. All rights reserved.","2014","2024-11-21 21:06:47","2024-12-01 00:02:17","","153 – 169","","","99","","","","","","","","","","English","","","","","","","Type: Article","","C:\Users\johan\Zotero\storage\6JIVQY2F\Bilanceri et al. - 2014 - Implicit time advancing combined with two finite-volume methods in the simulation of morphodynamic f.pdf","","SWE-Exner; Exner equation; Shallow water; 2D; Numerical Method; FVM; Defect correction; Implicit time advancing; Finite-volume schemes; Morphodynamic flows","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YX7JYRRW","journalArticle","2015","Liu, Xin; Infante Sedano, Julio Ángel; Mohammadian, Abdolmajid","A coupled two-dimensional numerical model for rapidly varying flow, sediment transport and bed morphology","Journal of Hydraulic Research","","00221686","10.1080/00221686.2015.1085919","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945161951&doi=10.1080%2f00221686.2015.1085919&partnerID=40&md5=ab9ef7953fb21ba153d4df949f6480d3","This paper presents a coupled two-dimensional model that can produce a more stable numerical simulation of rapid bed evolution than the conventional decoupled model. To solve the coupled bed-load sediment transport terms using a Godunov-type central-upwind method, a novel scheme to estimate the bed-load fluxes which can produce more accurate results than the previously reported coupled model is proposed using a pair of local wave speeds different from those used for the flow. The two-dimensional shallow water equations are used to solve the flow velocities and water depth. The bed level is solved by an Exner-based equation containing bed-load sediment transport as numerical flux terms and sediment entrainment and deposition as source terms. Analytical formulas to compute the eigenvalues of the Jacobian matrix are developed. The linear reconstruction of variables with a multi-dimensional slope limiter, and the second-order Runge-Kutta scheme are employed to achieve higher accuracy in space and time. For the case of rapid bed-erosion, the accuracy and stability of the proposed coupled model are verified by several numerical tests. © 2015 International Association for Hydro-Environment Engineering and Research.","2015","2024-11-21 21:06:47","2024-12-01 00:01:55","","609 – 621","","5","53","","","","","","","","","","English","","","","","","","Publisher: Taylor and Francis Ltd. Type: Article","","C:\Users\johan\Zotero\storage\YUB83GSI\Liu et al. - 2015 - A coupled two-dimensional numerical model for rapidly varying flow, sediment transport and bed morph.pdf","","shallow flows; Finite volume method; Sediment transport; Sedimentation; Numerical models; SWE-Exner; sediment transport; Bed-load transport; 2D; Numerical Method; FVM; bedload; Equations of motion; finite volume method; numerical model; shallow water; Two dimensional numerical models; two-dimensional modeling; Jacobian matrices; Runge Kutta methods; bedform; Coupled modeling; Direct numerical simulation; eigenvalue; Eigenvalues and eigenfunctions; entrainment; Linear reconstruction; Numerical methods; Sediment entrainments; Shallow flow; Two dimensional model; Two-dimensional shallow water equations; water depth; wave velocity; wind erosion; coupled model; direct numerical simulation methods; two-dimensional models","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZU3Y2GTK","journalArticle","2021","Martínez-Aranda, S.; Murillo, J.; García-Navarro, P.","Comparison of new efficient 2D models for the simulation of bedload transport using the augmented Roe approach","Advances in Water Resources","","03091708","10.1016/j.advwatres.2021.103931","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106286486&doi=10.1016%2fj.advwatres.2021.103931&partnerID=40&md5=a001dae78dbb418fba8a0f4149260d7b","The bedload transport system of equations, composed by the two-dimensional shallow water equations for the free surface flow motion and the 2D Exner or bedload transport equation for the erodible bed layer, is used for a wide range of sediment transport processes in environmental surface flows. In this work, the numerical resolution has been implemented using improved and efficient versions of two different strategies for combining the hydrodynamical and morphodynamical components of the system. The first strategy is based on the full coupling of the flow and bedload transport equations (FCM), leading to a new formulation for the intercell numerical fluxes which includes the bed elevation into the resolution of the approximated local Riemann problem (RP) at the edges. The stability region of this method is controlled by the eigenvalues of the coupled Jacobian matrix at each intercell edge. On the second hand, an alternative decoupled strategy is considered based on solving independently the shallow water and the bed transport equations at each time step but controlling the stability region by means of an approximation of the coupled Jacobian matrix eigenvalues. This method, called approximate-coupled (ACM) allows simpler expressions for the numerical fluxes at the edges and ensures the stability of the scheme. Both strategies are based on the Finite Volume (FV) method using Roe's approach for the computation of the numerical fluxes between neighbouring cells and have been implemented into the same CPU-based numerical kernel in order to perform a realistic comparison of the range of applicability and computational efficiency. The ACM can only guarantee non-oscillatory results when the bed-flow interaction factor is small G≤O(10−3). If the interaction factor G is medium or high, G>O(10−2), the decoupled scheme loses its accuracy and robustness. Furthermore, for highly erosive flows the FCM scheme demonstrates to be more efficient in terms of computational effort than the ACM, one of the key points for large-scale and long-term bedload transport realistic applications. © 2021 The Author(s)","2021","2024-11-21 21:06:48","2024-12-01 00:02:07","","","","","153","","","","","","","","","","English","","","","","","","Publisher: Elsevier Ltd Type: Article","","C:\Users\johan\Zotero\storage\HH5F3YNA\Martínez-Aranda et al. - 2021 - Comparison of new efficient 2D models for the simulation of bedload transport using the augmented Ro.pdf","","Augmented Roe schemes; Bedload transport models; Efficiency and robustness; Hydro-morphodynamical coupled equations; Sediment transport; SWE-Exner; sediment transport; shallow-water equation; Bed-load transport; 2D; Numerical Method; FVM; ACM; FCM; bedload; Equations of motion; finite volume method; Jacobians; hydrodynamics; two-dimensional modeling; Jacobian matrices; morphodynamics; Eigenvalues and eigenfunctions; Numerical methods; Numerical flux; Augmented roe scheme; Bedload transport model; comparative study; Computational efficiency; Efficiency; efficiency measurement; erodibility; Hydro-morphodynamical coupled equation; Intercell; Stability regions; Transport equation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CNTRX4QE","conferencePaper","2014","Ramsamy, P.; Poullet, P.; Ricchiuto, M.","An accurate and efficient wave propagation finite-volume solver to simulate a sediment transport phenomenon","Proceedings - 2014 International Conference on Electromagnetics in Advanced Applications, ICEAA 2014","978-1-4673-5710-4","","10.1109/ICEAA.2014.6903961","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908565738&doi=10.1109%2fICEAA.2014.6903961&partnerID=40&md5=30ee01a0d5f68669aa9881277ed20cae","The main objective of this paper is to provide efficient and accurate sediment transport models and especially the bedload sediment tranport due to water evolution. The model is obtained by coupling the hydrodynamical component and the morphodynamical one. As our goal is to study coastal media, we chose the ShallowWater equations for the first component. For the other component the choice of the Exner law has been made using a function of the solid transport discharge, the Grass model. The coupled system of non linear partial differential equations is rewritten as a non-conservative hyperbolic system with source term that is solved by finite volume methods with flux limiters. Some numerical tests confirm the second-order of our numerical scheme. © 2014 IEEE.","2014","2024-11-21 21:06:48","2024-12-01 00:13:51","","769 – 771","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","","","","","Type: Conference paper","","C:\Users\johan\Zotero\storage\KPVWPW6F\Ramsamy et al. - 2014 - An accurate and efficient wave propagation finite-volume solver to simulate a sediment transport phe.pdf","","Finite volume method; Sediment transport; Sedimentation; Sediments; Mathematical model; Numerical models; Accuracy; Couplings; Equations; Solid modeling; SWE-Exner; Non-conservative hyperbolic systems; Shallow water equations; 1D; River simulation; Numerical Method; FVM; Sediment transport model; Numerical scheme; Bedload sediments; Nonlinear partial differential equations; Numerical tests; Transport phenomena; Wave propagation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RS22ZRLQ","journalArticle","2020","Rowan, Thomas; Seaid, Mohammed","Two-dimensional numerical modelling of shallow water flows over multilayer movable beds","Applied Mathematical Modelling","","0307904X","10.1016/j.apm.2020.06.052","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088135950&doi=10.1016%2fj.apm.2020.06.052&partnerID=40&md5=b3cb32181ef523ba52b7780c728bdf5b","The two-dimensional modelling of shallow water flows over multi-sediment erodible beds is presented. A novel approach is developed for the treatment of multiple sediment types in morphodynamics. The governing equations include the two-dimensional shallow water equations for hydrodynamics, an Exner-type equation for morphodynamics, a two-dimensional transport equation for the suspended sediments, and a set of empirical equations for entrainment and deposition. Multilayer sedimentary beds are formed of different erodible soils with sediment properties and new exchange conditions between the bed layers are developed for the model. The coupled equations yield a hyperbolic system of balance laws with source terms. As a numerical solver for the system, we implement a fast finite volume characteristics method. The numerical fluxes are reconstructed using the method of characteristics which employs projection techniques. The proposed finite volume solver is simple to implement, satisfies the conservation property and can be used for two-dimensional sediment transport problems in non-homogeneous isotropic beds without need of complicated three-dimensional equations. To assess the performance of the proposed models, we present numerical results for a wide variety of shallow water flows over sedimentary layers. Comparisons to experimental data for dam-break problems over movable beds are also included in this study. © 2020 Elsevier Inc.","2020","2024-11-21 21:06:48","2024-12-01 00:36:01","","474 – 497","","","88","","","","","","","","","","English","","","","","","","Publisher: Elsevier Inc. Type: Article","","C:\Users\johan\Zotero\storage\FVLZ6I4J\Rowan and Seaid - 2020 - Two-dimensional numerical modelling of shallow water flows over multilayer movable beds.pdf","","Finite volume method; Sediment transport; Suspended sediments; SWE-Exner; 2D; Numerical Method; FVC; Equations of motion; Hydraulics; Flow of water; Numerical methods; Two-dimensional shallow water equations; Conservation properties; Sedimentology; Characteristics method; Method of characteristics; Multilayers; Projection techniques; Three-dimensional equations; Two-dimensional modelling; Two-dimensional transport equation; Shallow water flows; Multilayer beds","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R49XJIC7","journalArticle","2015","Mirabito, Chris; Dawson, Clint; Aizinger, Vadym","An a priori error estimate for the local discontinuous Galerkin method applied to two-dimensional shallow water and morphodynamic flow","Numerical Methods for Partial Differential Equations","","0749159X","10.1002/num.21914","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988231302&doi=10.1002%2fnum.21914&partnerID=40&md5=3e572d7e607cb6394c1ef8d8f76a605d","The application of discontinuous Galerkin (DG) methods to the numerical solution of the two- and three-dimensional shallow water equations has seen increased interest over the past decade. In this article, previous work by the second author and several collaborators on the application and analysis of the DG method is extended to coupled shallow water/bed morphology dynamics, also called morphodynamics. Morphodynamic boundary value problems are used to simultaneously model shallow water hydrodynamics and sediment transport processes in estuarine and coastal systems. The governing equations of interest arise when the two-dimensional Saint-Venant equations are tightly coupled to the corresponding Exner equation. The tight coupling of these two processes presents numerous modeling and analytical challenges. The resulting nonlinear system is incompletely parabolic, and contains a nonconservative product. In this work, some of these analytical challenges are tackled by applying a local discontinuous Galerkin method to the morphodynamic system; the quantities of interest and their gradients are solved separately. A general, semidiscrete finite element formulation is presented, and after justifying some mild assumptions, a new a priori error estimate for the system is derived. © 2014 Wiley Periodicals, Inc.","2015","2024-11-21 21:06:48","2024-12-01 00:02:01","","397 – 421","","2","31","","","","","","","","","","English","","","","","","","Publisher: John Wiley and Sons Inc. Type: Article","","C:\Users\johan\Zotero\storage\H4AXIK2Z\Mirabito et al. - 2015 - An a priori error estimate for the local discontinuous Galerkin method applied to two-dimensional sh.pdf","","Sediment transport; Sedimentation; SWE-Exner; shallow water equations; sediment transport; Shallow water equations; 2D; Numerical Method; FEM; Equations of motion; Galerkin methods; Numerical methods; A-priori estimates; Bed morphology; Boundary value problems; Computational mechanics; Conservation law; Finite element method; Local discontinuous Galerkin; Morphology; Nonlinear equations; a priori estimates; bed morphology; conservation laws; finite elements; local discontinuous Galerkin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZNT36E99","journalArticle","2015","Liu, Xin; Mohammadian, Abdolmajid; Kurganov, Alexander; Infante Sedano, Julio Angel","Well-balanced central-upwind scheme for a fully coupled shallow water system modeling flows over erodible bed","Journal of Computational Physics","","00219991","10.1016/j.jcp.2015.07.043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939436275&doi=10.1016%2fj.jcp.2015.07.043&partnerID=40&md5=bdfd6628dfe13be306c0ca419004c3fc","Intense sediment transport and rapid bed evolution are frequently observed under highly-energetic flows, and bed erosion sometimes is of the same magnitude as the flow itself. Simultaneous simulation of multiple physical processes requires a fully coupled system to achieve an accurate hydraulic and morphodynamical prediction. In this paper, we develop a high-order well-balanced finite-volume method for a new fully coupled two-dimensional hyperbolic system consisting of the shallow water equations with friction terms coupled with the equations modeling the sediment transport and bed evolution.The nonequilibrium sediment transport equation is used to predict the sediment concentration variation. Since bed-load, sediment entrainment and deposition have significant effects on the bed evolution, an Exner-based equation is adopted together with the Grass bed-load formula and sediment entrainment and deposition models to calculate the morphological process. The resulting 5. ×. 5 hyperbolic system of balance laws is numerically solved using a Godunov-type central-upwind scheme on a triangular grid. A computationally expensive process of finding all of the eigenvalues of the Jacobian matrices is avoided: The upper/lower bounds on the largest/smallest local speeds of propagation are estimated using the Lagrange theorem. A special discretization of the bed-slope term is proposed to guarantee the well-balanced property of the designed scheme. The proposed fully coupled model is verified on a number of numerical experiments. © 2015 Elsevier Inc.","2015","2024-11-21 21:06:48","2024-12-01 00:36:02","","202 – 218","","","300","","","","","","","","","","English","","","","","","","Publisher: Academic Press Inc. Type: Article","","C:\Users\johan\Zotero\storage\4GXG6NKP\Liu et al. - 2015 - Well-balanced central-upwind scheme for a fully coupled shallow water system modeling flows over ero.pdf","","Finite volume method; Fully-coupled; Sediment transport; Sedimentation; SWE-Exner; Dam-break flow; Finite-volume method; Fully coupled shallow water system; Lagrange theorem; Well-balanced central-upwind scheme; 2D; Numerical Method; FVM; Equations of motion; Jacobian matrices; Eigenvalues and eigenfunctions; Bed evolutions; Well balanced; Central-upwind scheme; Lagrange multipliers; Lagrange's theorems; Shallow-water systems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8DENTT4Z","journalArticle","2010","Murillo, J.; García-Navarro, P.","An Exner-based coupled model for two-dimensional transient flow over erodible bed","Journal of Computational Physics","","00219991","10.1016/j.jcp.2010.08.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956920338&doi=10.1016%2fj.jcp.2010.08.006&partnerID=40&md5=4944ae4feb147cd1a7e7213ffcca34a9","Transient flow over erodible bed is solved in this work assuming that the dynamics of the bed load problem is described by two mathematical models: the hydrodynamic model, assumed to be well formulated by means of the depth averaged shallow water equations, and the Exner equation. The Exner equation is written assuming that bed load transport is governed by a power law of the flow velocity and by a flow/sediment interaction parameter variable in time and space. The complete system is formed by four coupled partial differential equations and a genuinely Roe-type first order scheme has been used to solve it on triangular unstructured meshes. Exact solutions have been derived for the particular case of initial value Riemann problems with variable bed level and depending on particular forms of the solid discharge formula. The model, supplied with the corresponding solid transport formulae, is tested by comparing with the exact solutions. The model is validated against laboratory experimental data of different unsteady problems over erodible bed. © 2010 Elsevier Inc.","2010","2024-11-21 21:06:48","2024-12-01 00:35:46","","8704 – 8732","","23","229","","","","","","","","","","English","","","","","","","Publisher: Academic Press Inc. Type: Article","","C:\Users\johan\Zotero\storage\6R8C7SLL\Murillo and García-Navarro - 2010 - An Exner-based coupled model for two-dimensional transient flow over erodible bed.pdf","","shallow flow; shallow flows; Shallow Water; Shallow Water Equations; surface flow; SWE; Finite volume method; Sediment transport; SWE-Exner; 2D weak solutions; Bank equilibrium; Bed load sediment transport; Exner equation; Roe method; Shallow water; Finite-volume method; Bedload sediment transport; 2D; Numerical Method; FVM; Equations of motion; Shallow waters; 2d weak solution; Erodible beds; Exn equation; Flow velocity; Roe's methods; Transient flow; Weak solution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TNJP5LDP","journalArticle","2018","Audusse, E.; Chalons, C.; Ung, P.","A simple three-wave approximate Riemann solver for the Saint-Venant-Exner equations","International Journal for Numerical Methods in Fluids","","02712091","10.1002/fld.4500","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044209238&doi=10.1002%2ffld.4500&partnerID=40&md5=dd7509142e4f2f33dfdbf615b2335448","Erosion and sediments transport processes have a great impact on industrial structures and on water quality. Despite its limitations, the Saint-Venant-Exner system is still (and for sure for some years) widely used in industrial codes to model the bedload sediment transport. In practice, its numerical resolution is mostly handled by a splitting technique that allows a weak coupling between hydraulic and morphodynamic distinct softwares but may suffer from important stability issues. In recent works, many authors proposed alternative methods based on a strong coupling that cure this problem but are not so trivial to implement in an industrial context. In this work, we then pursue 2 objectives. First, we propose a very simple scheme based on an approximate Riemann solver, respecting the strong coupling framework, and we demonstrate its stability and accuracy through a number of numerical test cases. However, second, we reinterpret our scheme as a splitting technique and we extend the purpose to propose what should be the minimal coupling that ensures the stability of the global numerical process in industrial codes, at least, when dealing with collocated finite volume method. The resulting splitting method is, up to our knowledge, the only one for which stability properties are fully demonstrated. Copyright © 2018 John Wiley & Sons, Ltd.","2018","2024-11-21 21:06:48","2024-12-01 00:01:59","","508 – 528","","10","87","","","","","","","","","","English","","","","","","","Publisher: John Wiley and Sons Ltd Type: Article","","C:\Users\johan\Zotero\storage\DZWTCDP7\Audusse et al. - 2018 - A simple three-wave approximate Riemann solver for the Saint-Venant-Exner equations.pdf","","Finite volume method; Sediment transport; SWE-Exner; Exner equation; Shallow water equations; shallow-water equations; 1D; Numerical Method; FVM; Equations of motion; finite volume method; Numerical methods; Approximate Riemann solver; Well- balanced schemes; Positivity preserving; Splitting method; Stability; Water quality; well-balanced scheme; approximate Riemann solver; positivity preserving; splitting method","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WIAK76TR","conferencePaper","2011","Benkhaldoun, Fayssal; Elmahi, Imad; Sari, Saïda; Seaïd, Mohammed","A two-dimensional finite volume solution of dam-break hydraulics over erodible sediment beds","Springer Proceedings in Mathematics","","","10.1007/978-3-642-20671-9_88","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904137533&doi=10.1007%2f978-3-642-20671-9_88&partnerID=40&md5=4d6d57845adce53f4b8a7707030a102c","Two-dimensional dam-break hydraulics over erodible sediment beds are solved using a well-balanced finite volume method. The governing equations consist of three coupled model components: (i) the shallow water equations for the hydrodynamical model, (ii) a transport equation for the dispersion of suspended sediments, and (iii) an Exner equation for the morphological model. These coupled models form a hyperbolic system of conservation laws with source terms. The proposed finite volume method consists of a predictor stage for the discretization of gradient terms and a corrector stage for the treatment of source terms. The gradient fluxes are discretized using a modified Roe's scheme using the sign of the Jacobian matrix in the coupled system. A well-balanced discretization is used for the treatment of source terms. In this paper, we also describe an adaptive procedure in the finite volume method by monitoring the concentration of suspended sediments in the computational domain during its transport process. The method uses unstructured meshes, incorporates upwinded numerical fluxes and slope limiters to provide sharp resolution of steep sediment concentration and bed-load gradients that may form in the approximate solution. © Springer-Verlag Berlin Heidelberg 2011.","2011","2024-11-21 21:06:48","2024-12-01 00:02:01","","875 – 891","","","4","","","","","","","","Springer Verlag","","English","","","","","","","ISSN: 21905614 Type: Article","","C:\Users\johan\Zotero\storage\WHTXBMD8\Benkhaldoun et al. - 2011 - A two-dimensional finite volume solution of dam-break hydraulics over erodible sediment beds.pdf","","Finite volume method; Sediment transport; Sedimentation; Suspended sediments; SWE-Exner; shallow water equations; Shallow water equations; 2D; Numerical Method; FVM; Equations of motion; finite volume method; Hydraulics; Governing equations; Jacobian matrices; Numerical methods; Approximate solution; Computational domains; Finite volume solution; Hydrodynamical model; Hyperbolic system of conservation laws; Sediment concentration; Two dimensional","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EW5J87YQ","journalArticle","2021","Uh Zapata, Miguel; Gamboa Salazar, Lucia; Itzá Balam, Reymundo; Nguyen, Kim Dan","An unstructured finite-volume semi-coupled projection model for bed load sediment transport in shallow-water flows","Journal of Hydraulic Research","","00221686","10.1080/00221686.2020.1786740","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095749122&doi=10.1080%2f00221686.2020.1786740&partnerID=40&md5=ff8a0216a0a75ce4c26681b05d089f6c","The aim of this work is to develop an original semi-coupled approach for solving the Saint-Venant and Exner equation system. The shallow-water equations are solved first to calculate the full evolution of flow fields, and then the Exner equation is solved to model the morphodynamic response. The numerical method is based on a projection method, which consists in combining the momentum and continuity equations in order to establish a Poisson-type equation for water surface levels. The present formulation is identified as a semi-coupled approach because the projection method incorporates the change in the bed evolution in its approximation. A second-order numerical scheme has been proposed using an unstructured finite-volume technique and an implicit time integration method. Several benchmarks are used to demonstrate the capabilities, accuracy and performance of the model. © 2020 International Association for Hydro-Environment Engineering and Research.","2021","2024-11-21 21:06:48","2024-12-01 00:35:48","","545 – 558","","4","59","","","","","","","","","","English","","","","","","","Publisher: Taylor and Francis Ltd. Type: Article","","C:\Users\johan\Zotero\storage\NKE5B6KY\Uh Zapata et al. - 2021 - An unstructured finite-volume semi-coupled projection model for bed load sediment transport in shall.pdf","","Sediment transport; Saint-Venant equations; SWE-Exner; Exner equation; sediment transport; Shallow water equations; 2D; Numerical Method; FVM; bedload; Equations of motion; finite volume method; water flow; shallow water; numerical method; Numerical methods; Shallow water flow; Benchmarking; Continuity equations; Finite volume technique; flow field; Implicit time integration; model; Morphodynamic response; Poisson equation; Projection method; Projection models; projection method; second-order accuracy; semi-coupled approach; unstructured finite-volume method","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HLUEUIDA","journalArticle","2011","Benkhaldoun, Fayssal; Seaïd, Mohammed","Combined characteristics and finite volume methods for sediment transport and bed morphology in surface water flows","Mathematics and Computers in Simulation","","03784754","10.1016/j.matcom.2010.12.025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958849971&doi=10.1016%2fj.matcom.2010.12.025&partnerID=40&md5=7b57a471b262177f6e1d2449d57c2a16","We propose a new numerical method for solving the equations of coupled sediment transport and bed morphology by free-surface water flows. The mathematical formulation of these models consists of the shallow water equations for the hydraulics, an advection equation for the transport of sediment species, and an Exner equation for the bedload transport. The coupled problem forms a one-dimensional hyperbolic system of conservation laws with geometric source terms. The proposed numerical method combines the method of characteristics with a finite volume discretization of the system. The combined method is simple to implement and accurately resolves the governing equations without relying on Riemann problem solvers. Numerical results are presented for several test examples on sediment transport and bed morphology by free-surface water flows. © 2011 IMACS.","2011","2024-11-21 21:06:48","2024-12-01 00:02:07","","2073 – 2086","","10","81","","","","","","","","","","English","","","","","","","Type: Conference paper","","C:\Users\johan\Zotero\storage\FMITH7FT\Benkhaldoun and Seaïd - 2011 - Combined characteristics and finite volume methods for sediment transport and bed morphology in surf.pdf","","Finite volume method; Mathematical formulation; Sediment transport; Sedimentation; SWE-Exner; Bed-load transport; Shallow water equations; 1D; Numerical Method; FVM; Equations of motion; Hydraulics; Flow of water; Governing equations; Water flows; Numerical methods; Sedimentology; Numerical results; Method of characteristics; Bed morphology; Morphology; Hyperbolic system of conservation laws; Advection equations; Anoxic sediments; Combined method; Coupled problems; Finite volume discretizations; Finite volume schemes; Free surfaces; Riemann problem; Soil mechanics; Source terms; Surface morphology; Surface water flows; Surface waters; Test examples; Water wave effects; Finite volume scheme","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
